email_id,email_length,word_count,html_ratio,url_count,ip_count,attachment_count,urgency_keyword_count,credential_request_flag,financial_request_flag,is_shortened_url_present,label
EML-2026-00300,653,107,0.4553,0,0,0,0,0,0,0,0
EML-2026-00301,899,153,0.9015,0,0,2,1,0,0,0,0
EML-2026-00302,712,118,0.7133,3,0,1,4,0,0,1,1
EML-2026-00303,434,70,0.1749,5,1,0,5,0,1,0,1
EML-2026-00304,566,89,0.8194,0,1,0,3,1,1,0,1
EML-2026-00305,662,121,0.7225,1,2,1,2,1,0,1,1
EML-2026-00306,724,124,0.6193,2,0,0,0,1,0,0,1
EML-2026-00307,858,137,0.7972,1,0,0,2,1,1,1,1
EML-2026-00308,676,104,0.4435,0,0,0,1,0,0,0,0
EML-2026-00309,338,53,0.2883,6,1,0,1,1,0,0,1
EML-2026-00310,401,72,0.5352,1,1,2,1,0,0,0,0
EML-2026-00311,830,156,0.5665,1,0,0,0,0,0,0,0
EML-2026-00312,606,105,0.5576,1,0,0,0,0,0,0,0
EML-2026-00313,699,114,0.5803,1,0,0,0,0,0,0,0
EML-2026-00314,627,109,0.9064,2,0,1,1,0,0,1,1
EML-2026-00315,565,98,0.8669,3,0,1,0,0,1,1,1
EML-2026-00316,635,101,0.8444,4,0,0,3,0,1,0,1
EML-2026-00317,702,126,0.7812,0,0,0,0,0,1,0,0
EML-2026-00318,660,104,0.9019,1,0,0,1,0,0,0,0
EML-2026-00319,943,168,0.1837,1,0,1,1,0,0,0,0
EML-2026-00320,356,64,0.3254,1,0,1,1,0,0,0,0
EML-2026-00321,425,74,0.5208,3,1,0,1,0,1,0,1
EML-2026-00322,653,106,0.8196,3,1,1,3,1,0,0,1
EML-2026-00323,862,166,0.5294,2,0,0,0,0,0,0,1
EML-2026-00324,880,166,0.7358,0,0,0,0,0,0,0,0
EML-2026-00325,573,89,0.2181,2,0,0,1,1,0,1,1
EML-2026-00326,271,51,0.3146,2,1,0,5,0,1,0,1
EML-2026-00327,579,98,0.722,1,1,0,2,0,0,1,1
EML-2026-00328,817,139,0.24,0,0,0,0,1,1,1,1
EML-2026-00329,656,114,0.3987,0,1,0,0,1,1,1,0
EML-2026-00330,823,137,0.3251,1,0,0,0,0,0,0,0
EML-2026-00331,1030,192,0.3974,0,0,0,1,0,0,0,0
EML-2026-00332,669,114,0.7021,2,0,0,2,0,1,0,1
EML-2026-00333,552,99,0.4127,0,0,0,0,1,1,0,0
EML-2026-00334,460,76,0.572,0,0,0,1,0,0,0,0
EML-2026-00335,374,71,0.1849,0,0,0,1,0,0,0,0
EML-2026-00336,337,57,0.7843,1,0,1,0,0,0,0,0
EML-2026-00337,553,104,0.4144,1,1,1,7,1,1,0,1
EML-2026-00338,1025,189,0.6513,0,0,1,2,0,1,1,1
EML-2026-00339,854,160,0.7166,0,0,0,0,0,0,0,0
EML-2026-00340,542,102,0.2782,0,0,0,0,0,0,0,0
EML-2026-00341,1426,228,0.852,4,0,0,0,0,0,0,0
EML-2026-00342,517,95,0.6238,1,0,0,0,0,0,0,0
EML-2026-00343,1069,167,0.4644,1,0,0,0,1,0,1,0
EML-2026-00344,1170,181,0.255,1,0,0,1,0,0,0,0
EML-2026-00345,787,134,0.901,0,0,1,0,0,0,0,0
EML-2026-00346,552,105,0.7418,2,0,0,0,1,0,0,1
EML-2026-00347,620,111,0.2768,4,0,1,0,1,0,1,1
EML-2026-00348,709,114,0.3871,0,0,1,0,0,0,0,0
EML-2026-00349,378,68,0.7882,2,1,0,0,0,0,0,0
EML-2026-00350,494,96,0.6913,0,0,1,0,0,0,0,1
EML-2026-00351,480,82,0.7509,0,0,0,1,1,0,1,1
EML-2026-00352,860,137,0.475,3,0,1,0,1,0,0,1
EML-2026-00353,1077,173,0.709,3,0,0,0,1,0,0,1
EML-2026-00354,867,164,0.4285,1,1,1,0,1,0,0,0
EML-2026-00355,959,159,0.2796,0,0,0,1,0,0,0,0
EML-2026-00356,535,100,0.6378,4,0,1,1,1,1,0,1
EML-2026-00357,580,108,0.9296,0,0,0,0,0,0,0,0
EML-2026-00358,647,102,0.364,3,1,0,2,1,1,1,1
EML-2026-00359,836,155,0.4918,1,0,1,2,0,1,0,1
EML-2026-00360,559,103,0.6729,2,0,1,1,0,0,1,1
EML-2026-00361,936,187,0.5603,1,0,0,1,0,0,0,0
EML-2026-00362,1207,191,0.8169,2,0,0,1,1,1,1,1
EML-2026-00363,802,129,0.7475,1,0,0,1,0,0,0,0
EML-2026-00364,620,104,0.1496,1,0,2,5,1,0,0,1
EML-2026-00365,519,84,0.9487,3,1,1,0,0,0,0,1
EML-2026-00366,430,82,0.7395,0,1,1,0,1,0,0,0
EML-2026-00367,339,59,0.8343,3,0,0,0,1,1,0,1
EML-2026-00368,654,118,0.6535,4,0,0,1,0,1,0,1
EML-2026-00369,591,114,0.8278,3,0,0,0,0,0,0,0
EML-2026-00370,913,159,0.1955,0,0,1,0,0,0,0,0
EML-2026-00371,522,81,0.3956,1,1,0,0,0,0,0,0
EML-2026-00372,617,121,0.845,0,0,1,0,0,0,0,0
EML-2026-00373,736,135,0.2714,3,1,0,0,0,0,0,0
EML-2026-00374,847,159,0.1665,2,0,0,1,1,1,1,1
EML-2026-00375,872,162,0.7699,0,0,0,1,1,0,0,0
EML-2026-00376,708,111,0.8102,0,0,0,1,0,0,0,0
EML-2026-00377,436,76,0.2383,5,0,0,1,1,0,1,1
EML-2026-00378,770,135,0.8262,1,0,0,0,0,0,0,0
EML-2026-00379,557,90,0.6838,3,0,0,1,1,1,1,1
EML-2026-00380,1046,199,0.5421,0,0,1,0,0,0,0,0
EML-2026-00381,665,116,0.8057,1,0,0,0,0,0,0,0
EML-2026-00382,774,137,0.4564,3,0,0,3,0,0,1,1
EML-2026-00383,1691,286,0.2649,0,0,0,1,0,0,0,1
EML-2026-00384,928,142,0.3421,2,2,0,2,1,1,1,1
EML-2026-00385,814,132,0.5294,2,0,1,2,1,0,0,1
EML-2026-00386,674,120,0.5516,2,0,0,0,1,1,0,1
EML-2026-00387,398,63,0.7847,1,0,1,1,0,0,0,0
EML-2026-00388,607,115,0.7726,0,0,0,0,0,0,0,0
EML-2026-00389,517,102,0.5942,3,1,0,0,1,0,1,1
EML-2026-00390,1264,238,0.7637,2,2,0,0,1,1,1,1
EML-2026-00391,818,148,0.263,3,0,0,1,1,1,0,1
EML-2026-00392,1031,178,0.1426,2,0,0,0,0,0,0,0
EML-2026-00393,516,87,0.8426,2,0,1,0,0,0,0,0
EML-2026-00394,530,83,0.1642,4,0,0,3,1,1,0,1
EML-2026-00395,845,146,0.3097,1,0,0,0,0,0,0,0
EML-2026-00396,510,88,0.691,0,0,0,2,0,1,0,1
EML-2026-00397,604,119,0.448,3,1,0,1,1,1,0,1
EML-2026-00398,1237,244,0.8449,2,0,0,0,0,0,0,0
EML-2026-00399,612,105,0.3533,3,0,0,0,0,1,1,1
EML-2026-00400,416,73,0.1101,2,0,0,2,1,1,0,1
EML-2026-00401,316,50,0.3556,0,0,0,0,1,1,0,0
EML-2026-00402,400,76,0.5914,2,1,0,2,0,1,0,1
EML-2026-00403,1105,219,0.4195,1,0,1,3,1,1,0,1
EML-2026-00404,578,101,0.5546,2,0,0,2,1,0,0,1
EML-2026-00405,1619,302,0.8451,2,0,0,0,0,0,0,0
EML-2026-00406,1212,238,0.8756,4,0,2,1,0,0,1,1
