sha256,filename,file_type,mime_type,file_size_bytes,signature,delivery_method,is_executable,is_archived,entropy_score,label
112e7cf2b0142c7c22d1eb47b3c71a2a7f55f51eb6f12e022ef2803bff77332e,malicious_79_Scan_Notice.vbs,vbs,text/vbscript,72650,AsyncRAT,email_attachment,1,0,7.45,1
5958b3f94e57355683af5303c8a79bc950ff1a98c292fffe77c06e6cbae86a6f,enron_97_Staff_Meeting_Minutes.docx,docx,application/docx,38280,Clean,clean_corporate,0,0,4.12,0
1ea67e9398f08632c27358c10afbc80b9b53e3d1f9171db37f8d3af1e4296d5c,malicious_38_Document_Update.zip,zip,application/zip,58300,Formbook,email_attachment,0,1,7.45,1
df906c39262b52fc576aa779ff172920b82d1e606dac66994b80c4445304119b,malicious_24_Scan_Notice.vbs,vbs,text/vbscript,53400,AsyncRAT,email_attachment,1,0,7.45,1
d5623fe8dee3c1399732b0385e5965e2039cf8765aa6860b83f1231487163a96,enron_22_Invoice_Summary.xlsx,xlsx,application/xlsx,20280,Clean,clean_corporate,0,0,4.12,0
1cf06617a96a56088eaaa9b13a73857e45460392a2187a34776c6f2c005e42f8,enron_95_Press_Release.txt,txt,application/txt,37800,Clean,clean_corporate,0,0,4.12,0
1c45ea5dcaaa6a668c6cd9d7b4e9cc5e5e18764f129997d13a60f553822fb8f6,malicious_29_Scan_Notice.vbs,vbs,text/vbscript,55150,AsyncRAT,email_attachment,1,0,7.45,1
6380e94a2427ae6ba76e324e4bd9aba8f6348260ecb0d07c96f25a8c384ebcc3,malicious_19_Scan_Notice.vbs,vbs,text/vbscript,51650,AsyncRAT,email_attachment,1,0,7.45,1
776a43935517e6e8dcc9c327e0f358b497500fb443599888d2a3f8f4cf27e484,enron_43_Budget_Proposal.pdf,pdf,application/pdf,25320,Clean,clean_corporate,0,0,4.12,0
47d242e1ecd6ac720c3473daf74803370b506894a5243c8b89e29ba48a883f79,malicious_86_Payment_Receipt.iso,iso,application/x-iso9660-image,75100,AgentTesla,email_attachment,0,1,7.45,1
64978154f99a70a5c784e6f77223577a7307bc650da67c58f9153afcf09e0b6f,enron_14_Invoice_Summary.xlsx,xlsx,application/xlsx,18360,Clean,clean_corporate,0,0,4.12,0
13f0876afc3e7c2f475f75f5119643246147e1f710cb8f52966546e7b217ed94,enron_73_Staff_Meeting_Minutes.docx,docx,application/docx,32520,Clean,clean_corporate,0,0,4.12,0
8ab4ae582b8e06990386c8d75266f306884bfb401b93622e6a9d045109293b77,malicious_5_Invoice_2026.exe,exe,application/x-msdownload,46750,Emotet,email_attachment,1,0,7.45,1
cf195567f49a590000012f29606e6f1351defc4e320f968e1149982465c3af9a,enron_26_Project_Schedule_2026.xlsx,xlsx,application/xlsx,21240,Clean,clean_corporate,0,0,4.12,0
ea75e425f066518a7931074f03490ace82e1290bd4d75ef3272adaeb38a96ad2,enron_17_Staff_Meeting_Minutes.docx,docx,application/docx,19080,Clean,clean_corporate,0,0,4.12,0
ea0a0dd0c4a4e6b939be74656c6de6dce7f2155914eba6e0509a54e5ed915ec2,malicious_73_Document_Update.zip,zip,application/zip,70550,Formbook,email_attachment,0,1,7.45,1
106d9fa6ca151cba1839fb9b2cf1a095f6047ee2614bf826c269a47a4d5ad928,enron_40_Q3_Financial_Report.pdf,pdf,application/pdf,24600,Clean,clean_corporate,0,0,4.12,0
3f1ab9fb71591117dce3f9d02b647ef5671f35caf0aefc60f3bd6b07bdcc272c,malicious_98_Document_Update.zip,zip,application/zip,79300,Formbook,email_attachment,0,1,7.45,1
717b280bae3b85658d8ac20eb7beda28f3334abd177c715136dd89854567bc88,enron_72_Q3_Financial_Report.pdf,pdf,application/pdf,32280,Clean,clean_corporate,0,0,4.12,0
2d3ef215c906adc9421ace5d42040147a0c80e3e1ae78428d3ea7cac7e18ced0,malicious_96_Payment_Receipt.iso,iso,application/x-iso9660-image,78600,AgentTesla,email_attachment,0,1,7.45,1
dbcdd052201a9aeb0daa78c9ee4b0aea551984d644cf19f922daa26d47c25d55,enron_69_Vendor_Contract_Draft.docx,docx,application/docx,31560,Clean,clean_corporate,0,0,4.12,0
0da8681d839b633d73e7031ee9684d81b50fa4e5ef6748a08cae13c31d537b37,malicious_97_Urgent_Order.js,js,application/javascript,78950,QakBot,email_attachment,1,0,7.45,1
6abcc0d3fb2ef2f4e7b5d86ebad2d6d1775df1e096a9d1778d4e3c1168f1d7cb,malicious_31_Payment_Receipt.iso,iso,application/x-iso9660-image,55850,AgentTesla,email_attachment,0,1,7.45,1
c2e7b1a6af354cccaf9f03e75caba3e36a56f473bdbb40eb99541ff48c89bff9,malicious_12_Urgent_Order.js,js,application/javascript,49200,QakBot,email_attachment,1,0,7.45,1
da1dfb25decb6e9b03789398204b768a4abf0683777d85ddb3fcc5f711b25889,malicious_35_Invoice_2026.exe,exe,application/x-msdownload,57250,Emotet,email_attachment,1,0,7.45,1
fe25889940860e6fe791904daf7388206889e093af532d59cbc4a2aea4bdaf66,enron_19_Budget_Proposal.pdf,pdf,application/pdf,19560,Clean,clean_corporate,0,0,4.12,0
3ca7d79555eb653c504efa3791fa9d333a43f24252e998deadedc0da0a87bc5b,malicious_42_Urgent_Order.js,js,application/javascript,59700,QakBot,email_attachment,1,0,7.45,1
bbedc22d48be18a2d15441beec5b791f39628f458e5022f642ec4950e2068447,enron_89_Staff_Meeting_Minutes.docx,docx,application/docx,36360,Clean,clean_corporate,0,0,4.12,0
de13b3e72b1ca8aef909f5f6a8989f26a8dde27c66de6c816a9ed85082a23acf,malicious_90_Invoice_2026.exe,exe,application/x-msdownload,76500,Emotet,email_attachment,1,0,7.45,1
f197a4498720550355f3827b0698bfb9db8f8bfe259dc824aeabaacbd0e0d830,enron_36_Organizational_Chart.pptx,pptx,application/pptx,23640,Clean,clean_corporate,0,0,4.12,0
a6b4856cc0dd6c1aad59e82fa1d397ffb0787b69225df51c44fc3faec0060f7d,malicious_51_Payment_Receipt.iso,iso,application/x-iso9660-image,62850,AgentTesla,email_attachment,0,1,7.45,1
059a8557929942154bf9062ee1aa633a0ac97e49455a883b9e7406a9d0cfee3d,enron_27_Budget_Proposal.pdf,pdf,application/pdf,21480,Clean,clean_corporate,0,0,4.12,0
9cfe2918cde260fa6b40ed9f4c969b1c720c3723be3e98b835bc5ed0ac2e1808,enron_62_Invoice_Summary.xlsx,xlsx,application/xlsx,29880,Clean,clean_corporate,0,0,4.12,0
63104c2bdd5ac981519a47a31b5aa7d2032fb8aed90e5cdabe4ae9333bc05853,malicious_41_Payment_Receipt.iso,iso,application/x-iso9660-image,59350,AgentTesla,email_attachment,0,1,7.45,1
5c0e0dc908642d5d27e051ee3fbbb658e42a118bc6f94c6b908de39d46f2d2c6,enron_18_Project_Schedule_2026.xlsx,xlsx,application/xlsx,19320,Clean,clean_corporate,0,0,4.12,0
bdf4a86f0996abab9f8d559c90fe19bc3f017eeb6d128fe60363c4caae2ba442,enron_13_Vendor_Contract_Draft.docx,docx,application/docx,18120,Clean,clean_corporate,0,0,4.12,0
e927e60d3005612b53864a37a4aea76ce4999488873457dd164e505647ddf6c0,malicious_26_Payment_Receipt.iso,iso,application/x-iso9660-image,54100,AgentTesla,email_attachment,0,1,7.45,1
43d13e8340e4a3a22b21dd12e92581240dc4dff5c134f04ec2eb2e13fb51c343,enron_39_Press_Release.txt,txt,application/txt,24360,Clean,clean_corporate,0,0,4.12,0
7d64660e47954b8fd3f7bedb46383f8cc436feab37d5d42bc94c6281bd43fe4f,enron_0_Q3_Financial_Report.pdf,pdf,application/pdf,15000,Clean,clean_corporate,0,0,4.12,0
e673f22bdeefd940d2a64a7ea85ed2700542bdbddc0bb8af30be0d1ed0c0d31c,enron_11_Budget_Proposal.pdf,pdf,application/pdf,17640,Clean,clean_corporate,0,0,4.12,0
58ebdde4e25745c3647dfd95bf469c1400906b5b8c4c4dd0987132780cf2d10f,malicious_2_Urgent_Order.js,js,application/javascript,45700,QakBot,email_attachment,1,0,7.45,1
838816e1b161bf044b6c97ecfe05a61b0a36dd7f735c412f171b2ab6e5410a03,malicious_77_Urgent_Order.js,js,application/javascript,71950,QakBot,email_attachment,1,0,7.45,1
1541d2171f0712f3a1df1298b9da12fc0cea14f90daaf7c4e19e824d535477c2,malicious_46_Payment_Receipt.iso,iso,application/x-iso9660-image,61100,AgentTesla,email_attachment,0,1,7.45,1
087a413082e510138316013d4c76134cceb42bc1133e2d6750edc0d109cc4d72,enron_87_Press_Release.txt,txt,application/txt,35880,Clean,clean_corporate,0,0,4.12,0
7ae636917aa056a527c36fc0efc3ebef9cb8629810bb07219bca70510f372720,enron_91_Budget_Proposal.pdf,pdf,application/pdf,36840,Clean,clean_corporate,0,0,4.12,0
c81927b9a9faa4c7abec435e9a65c1751b101602d40140238f9b52c1a6338b02,malicious_85_Invoice_2026.exe,exe,application/x-msdownload,74750,Emotet,email_attachment,1,0,7.45,1
4c87c2e776545fb1c7ba39f9aab2d947554bdcefe4f3338b0cfb5283591a185b,enron_61_Vendor_Contract_Draft.docx,docx,application/docx,29640,Clean,clean_corporate,0,0,4.12,0
dbd732bd7fb80f28ef0d8e028177daa3bab29ed60f7de6fb06956893b1c77fce,malicious_36_Payment_Receipt.iso,iso,application/x-iso9660-image,57600,AgentTesla,email_attachment,0,1,7.45,1
bd26a6e5f9db8a15392b40a58e871e6b6e12f841b10c78199629dfbc800e3cbb,enron_90_Project_Schedule_2026.xlsx,xlsx,application/xlsx,36600,Clean,clean_corporate,0,0,4.12,0
1e3d1e6994d5862707d673afa9ac452b288798216221b939e00b8d69439bdf1e,malicious_61_Payment_Receipt.iso,iso,application/x-iso9660-image,66350,AgentTesla,email_attachment,0,1,7.45,1
e54d36312db69936d97c7514ae521542edf303d5900b2e8ecbc57c09d03d812e,malicious_22_Urgent_Order.js,js,application/javascript,52700,QakBot,email_attachment,1,0,7.45,1
dfd262a30537f006f84eb089ea6dfbc16bb8baf88642cea70fad24265c6214a6,enron_41_Staff_Meeting_Minutes.docx,docx,application/docx,24840,Clean,clean_corporate,0,0,4.12,0
d879fe281243d0d5cccc6f2e6835cd7328fd6e5a76dbdefae1dffcb3ef9212f2,enron_1_Staff_Meeting_Minutes.docx,docx,application/docx,15240,Clean,clean_corporate,0,0,4.12,0
d9a7f750c633cc66cda0db4d51e314c6a8902cae4e5d95958d7edd39788a5486,malicious_33_Document_Update.zip,zip,application/zip,56550,Formbook,email_attachment,0,1,7.45,1
93f9a14dc749bfba022aaa8ac5260e03f7094f9a16e493ebc8de0e88393beb71,malicious_11_Payment_Receipt.iso,iso,application/x-iso9660-image,48850,AgentTesla,email_attachment,0,1,7.45,1
b6e4e4f0a5d52c4e4d24726c6ce4cf5c6ebb9a566a7495c1d8229bf485a0aa54,enron_94_Invoice_Summary.xlsx,xlsx,application/xlsx,37560,Clean,clean_corporate,0,0,4.12,0
3d815a47ee8dce05df685e18e16e17d8a6167ebece4cfad390bed66c1ef6c549,enron_59_Budget_Proposal.pdf,pdf,application/pdf,29160,Clean,clean_corporate,0,0,4.12,0
ee2325e6f281dde4d2c9e431f409ef81f1cf9226982d5be65152a2fba55f3acf,malicious_6_Payment_Receipt.iso,iso,application/x-iso9660-image,47100,AgentTesla,email_attachment,0,1,7.45,1
5b4a4b3a8ef6e219e30a7f7e57912a604ecdf171e44d379d73a3bb2a8e7cb4b2,malicious_27_Urgent_Order.js,js,application/javascript,54450,QakBot,email_attachment,1,0,7.45,1
af977161f2dee273e0c6e7319fa22f49c357de01aba6f2c630463645c49af02c,enron_20_Organizational_Chart.pptx,pptx,application/pptx,19800,Clean,clean_corporate,0,0,4.12,0
b10c89a3c42a508c9c320f132a1e6de4472a21e49b07cd133f6670f93aa97179,malicious_4_Scan_Notice.vbs,vbs,text/vbscript,46400,AsyncRAT,email_attachment,1,0,7.45,1
3cdc7d5651c737316618addab7a15b09f26ceb3c884d4c8cc743ea5ca97d7722,malicious_32_Urgent_Order.js,js,application/javascript,56200,QakBot,email_attachment,1,0,7.45,1
fc9aa7879943a5ef176bd1158e217fc91974e0d6440b0b7881c684745f666eb6,enron_42_Project_Schedule_2026.xlsx,xlsx,application/xlsx,25080,Clean,clean_corporate,0,0,4.12,0
d58af5deddc71e41556d8b1d91faf1afa8191b8efb477a17692b2e068ff5f3a6,enron_45_Vendor_Contract_Draft.docx,docx,application/docx,25800,Clean,clean_corporate,0,0,4.12,0
fe764e80e7123a27e7a0eb3652ab6e0b19089f75ddaa73da68878360423c5d7e,enron_9_Staff_Meeting_Minutes.docx,docx,application/docx,17160,Clean,clean_corporate,0,0,4.12,0
a69181f248fca19cbbb0c11cbd950db1d7c2055042dd3bfa1a4672797c601530,enron_44_Organizational_Chart.pptx,pptx,application/pptx,25560,Clean,clean_corporate,0,0,4.12,0
a65bbfec3a8d6d660a9517a88e9c9f27b2b4619969d37f97215e7842ad252b13,malicious_10_Invoice_2026.exe,exe,application/x-msdownload,48500,Emotet,email_attachment,1,0,7.45,1
e8b32fcaa68baa200f85003a3d813a9a08eafbfc30a5f323d5ada528a66bdee1,malicious_62_Urgent_Order.js,js,application/javascript,66700,QakBot,email_attachment,1,0,7.45,1
ac0aab0b3466f7e5e89895143659a09bae1c375966b62f49604561dea60cd917,enron_12_Organizational_Chart.pptx,pptx,application/pptx,17880,Clean,clean_corporate,0,0,4.12,0
1d61e0d9bb86c2d70a10c68df5ce407d38807d7da4aaaddc5497594caf07671c,enron_46_Invoice_Summary.xlsx,xlsx,application/xlsx,26040,Clean,clean_corporate,0,0,4.12,0
8f01ca8919eeba4cd7a4bce6f1e440c7714838c68e16198d3a273cf50b237524,enron_66_Project_Schedule_2026.xlsx,xlsx,application/xlsx,30840,Clean,clean_corporate,0,0,4.12,0
39942c1b2ea2c179049591ebcc6c4d7365e45923be6ed030bdfee8b895f5d1b2,malicious_0_Invoice_2026.exe,exe,application/x-msdownload,45000,Emotet,email_attachment,1,0,7.45,1
3cb6d54f84cd0d54d38cb250ea4fbe8e86a3b052ed9516759db833b71224ab34,enron_98_Project_Schedule_2026.xlsx,xlsx,application/xlsx,38520,Clean,clean_corporate,0,0,4.12,0
4a45863e78680a338db89b61db2362260456e674cf5b14021646bc24e5554e5c,enron_53_Vendor_Contract_Draft.docx,docx,application/docx,27720,Clean,clean_corporate,0,0,4.12,0
195e03869b8bb88ff6da1fe584e943b8f01bac0568521ca17612b188346015b2,malicious_70_Invoice_2026.exe,exe,application/x-msdownload,69500,Emotet,email_attachment,1,0,7.45,1
10138ed7d8f71b87cbf4822d08b2a9c05968e09f477c085d05aa874144755aa1,enron_23_Press_Release.txt,txt,application/txt,20520,Clean,clean_corporate,0,0,4.12,0
b53b83dd8a47bd3db28a84657513e637fee1ceb3b99595e01035f612161ce6b1,malicious_64_Scan_Notice.vbs,vbs,text/vbscript,67400,AsyncRAT,email_attachment,1,0,7.45,1
72d5e2e7874bce34c4d944db7a8a78373a7693152d3bce9ce270859199690eb9,malicious_44_Scan_Notice.vbs,vbs,text/vbscript,60400,AsyncRAT,email_attachment,1,0,7.45,1
9056efc0de038e22dee9e451c2a4507436f44d7baa97a1b260c6e9d9eba9d036,enron_63_Press_Release.txt,txt,application/txt,30120,Clean,clean_corporate,0,0,4.12,0
d0954246347c978a66c50ea92688ebca8fd51d941bb7db50451b62b38889dd89,malicious_28_Document_Update.zip,zip,application/zip,54800,Formbook,email_attachment,0,1,7.45,1
404b6fda832caa157d2c73d845d22149c128ceec68f2df6fc6c9cc84f5ff1e99,malicious_40_Invoice_2026.exe,exe,application/x-msdownload,59000,Emotet,email_attachment,1,0,7.45,1
6721155d619090a7ed927bb7ee14d865626a3e7d52b2cce0fc272e0b40c25866,enron_8_Q3_Financial_Report.pdf,pdf,application/pdf,16920,Clean,clean_corporate,0,0,4.12,0
6c14cb575ecb42c970d89f39900475d1282cde03ae15dd3f1cfecd2b063198fd,enron_55_Press_Release.txt,txt,application/txt,28200,Clean,clean_corporate,0,0,4.12,0
918bb6209b212745bca74028c77e9b7c0c6731275ed4dc03b9b5ce84751f8c9d,enron_56_Q3_Financial_Report.pdf,pdf,application/pdf,28440,Clean,clean_corporate,0,0,4.12,0
955c63f604e0b1bd31443b03f7854ecde8f78e59540cddf01fb5a30f2c465cfa,malicious_25_Invoice_2026.exe,exe,application/x-msdownload,53750,Emotet,email_attachment,1,0,7.45,1
7f4036fe3273d618d00c858a77245d7cb1ed2e76d6abdba499d89a0403d7118b,malicious_23_Document_Update.zip,zip,application/zip,53050,Formbook,email_attachment,0,1,7.45,1
d9f464aa27322b137aa45aeb369a2ef22ebbd8a90402ce92dacd5cd2ca2bb602,enron_84_Organizational_Chart.pptx,pptx,application/pptx,35160,Clean,clean_corporate,0,0,4.12,0
d7ab6d922694c6b60eb7da35429de9b45764f319d994a6295df654425bca8f98,enron_47_Press_Release.txt,txt,application/txt,26280,Clean,clean_corporate,0,0,4.12,0
51c3f4bc53296e2c92aa4385f784e64f9c66c1d3d2f5255412de4da080d935db,malicious_81_Payment_Receipt.iso,iso,application/x-iso9660-image,73350,AgentTesla,email_attachment,0,1,7.45,1
b486e8871ff2cd9df7563407a4df641bd6ed1ed1d24ae72f1cbefbfc7bab6697,malicious_39_Scan_Notice.vbs,vbs,text/vbscript,58650,AsyncRAT,email_attachment,1,0,7.45,1
4b469a251327c03d77e2a9ceef06b1c62118544fcce03e42cff5b86dbdec727f,enron_68_Organizational_Chart.pptx,pptx,application/pptx,31320,Clean,clean_corporate,0,0,4.12,0
d32896fcdae440014ab1f1ab5a1f03d8bcc6f626625063d27b55a17fda3aad68,malicious_47_Urgent_Order.js,js,application/javascript,61450,QakBot,email_attachment,1,0,7.45,1
9eacdfbe949626da077317054e10a2ecab23e54d55e84c1557620fc59f7790d4,malicious_94_Scan_Notice.vbs,vbs,text/vbscript,77900,AsyncRAT,email_attachment,1,0,7.45,1
bdea7649a33e5922d3abc595cab207310da5abcc95a292b2042d482a58146203,enron_54_Invoice_Summary.xlsx,xlsx,application/xlsx,27960,Clean,clean_corporate,0,0,4.12,0
07a3002cfea9ac6633abd39b8d669ac3cc2180977e4307c372b269cf1098e201,malicious_43_Document_Update.zip,zip,application/zip,60050,Formbook,email_attachment,0,1,7.45,1
09e2841fa7d2ffed83da4188576cadb830010fbb92ec9edb3c32e74c62a33183,enron_38_Invoice_Summary.xlsx,xlsx,application/xlsx,24120,Clean,clean_corporate,0,0,4.12,0
3bb3f43f9fd3ccbc110b762a2c21d93e7fb38cfa049b6ab1effd8432c28c99c2,malicious_3_Document_Update.zip,zip,application/zip,46050,Formbook,email_attachment,0,1,7.45,1
6eba936a280e3bef90d98cbe08cc05ef52a038cc50353f57f941f6c58c8f0967,enron_5_Vendor_Contract_Draft.docx,docx,application/docx,16200,Clean,clean_corporate,0,0,4.12,0
788e31de699e3fdc5ba10f7e0e98f4dc14a4f56321affbe9a10e8984f3361fb6,malicious_53_Document_Update.zip,zip,application/zip,63550,Formbook,email_attachment,0,1,7.45,1
d706805330bd51973f3d876337aa9ef5e67cc4056e981ed0619ec16931581ed0,enron_33_Staff_Meeting_Minutes.docx,docx,application/docx,22920,Clean,clean_corporate,0,0,4.12,0
20d8ce068f9ac85d3faaa6cd3eaee71d1089fd1d9d6a95138a5991ceb22d4886,enron_80_Q3_Financial_Report.pdf,pdf,application/pdf,34200,Clean,clean_corporate,0,0,4.12,0
bff2b6724d9e3aff43c51018d8c5b25d9ea1fb704960a6586862ee69b505109a,enron_78_Invoice_Summary.xlsx,xlsx,application/xlsx,33720,Clean,clean_corporate,0,0,4.12,0
4cff58c0d6092921d54301b09bd995e1d8a7e464ac919fd263041ea2d7d9896c,enron_85_Vendor_Contract_Draft.docx,docx,application/docx,35400,Clean,clean_corporate,0,0,4.12,0
0dde83bbd701c14a87d6a88757a10a6550dfe155bb2a33fb467716dd2c1b811a,malicious_49_Scan_Notice.vbs,vbs,text/vbscript,62150,AsyncRAT,email_attachment,1,0,7.45,1
